cgc_id,sequence
MGYG000296004_1|CGC4,"GT2,null,null,9.B.18,9.B.18"
MGYG000296004_3|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,GH23"
MGYG000296004_3|CGC2,"3.A.1,3.A.1,null,3.A.1,3.A.1,null,GT4"
MGYG000296004_3|CGC3,"1.B.52,SBP_bac_3,null,2.A.16,null,null,GT35,GT5,CBM48|GH13_9"
MGYG000296004_4|CGC1,"3.A.11,CBM50"
MGYG000296004_7|CGC1,"1.C.106,null,3.A.23,null,null,GH13_18,GT81"
MGYG000296004_9|CGC1,"8.A.5,GT4"
MGYG000296004_10|CGC1,"4.D.2,GT4"
MGYG000296004_10|CGC2,"2.A.69,cNMP_binding,AA6,1.C.113,9.B.29"
MGYG000296004_12|CGC1,"2.A.56,null,2.A.56,null,GH84"
MGYG000296004_15|CGC1,"GT9,null,GT4,null,null,GT2,null,AraC_binding,GT2,GT4,GT4,null,null,GT30,2.A.6"
MGYG000296004_15|CGC2,"3.A.11,null,null,GT51,3.A.11"
MGYG000296004_17|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296004_17|CGC2,"CE11,null,1.A.34,3.A.5"
MGYG000296004_22|CGC1,"GT4,null,null,4.F.1"
MGYG000296004_23|CGC1,"1.A.23,null,null,AA3_2"
MGYG000296004_25|CGC1,"2.A.59,HTH_5,null,2.A.1,null,3.A.1,3.A.1,null,GT4"
MGYG000296004_35|CGC1,"CE4,TetR_N,1.B.10,3.A.1,null,3.A.1"
MGYG000296005_184|CGC1,"GH25,2.A.1"
MGYG000296006_40|CGC1,"9.B.34,1.B.52,null,null,GT81,GH13_18"
MGYG000296006_48|CGC1,"1.A.34,null,CE11"
MGYG000296006_57|CGC1,"GT30,8.A.5"
MGYG000296006_67|CGC1,"GT35,1.I.1"
MGYG000296006_130|CGC1,"GH103,2.A.103"
MGYG000296006_215|CGC1,"2.A.103,GT28"
MGYG000296006_236|CGC1,"3.A.1,null,GT9"
MGYG000296007_4|CGC1,"GH103,3.D.1,null,2.A.1,null,3.D.2"
MGYG000296007_4|CGC2,"GT2,null,null,3.A.1"
MGYG000296007_9|CGC1,"2.A.1,null,null,9.B.115,null,null,GH5_13,null,2.A.30"
MGYG000296007_11|CGC1,"2.A.35,null,LacI,GH13"
MGYG000296007_13|CGC1,"GT4,GT4,null,null,1.B.73,null,null,9.B.18"
MGYG000296007_16|CGC1,"GH13_31,2.A.21,2.A.8"
MGYG000296007_19|CGC1,"GH3,1.A.46"
MGYG000296007_21|CGC1,"1.A.1,GH15,GT20"
MGYG000296007_29|CGC1,"GH20,null,GT1,null,3.A.16"
MGYG000296007_30|CGC1,"GT2,9.B.144"
MGYG000296007_39|CGC1,"GT19,null,null,2.A.51"
MGYG000296007_44|CGC1,"2.A.21,GH4"
MGYG000296007_49|CGC1,"2.A.15,AA3_2,Rhodanese|Rhodanese,2.A.53"
MGYG000296007_52|CGC1,"9.A.25,GH109"
MGYG000296007_58|CGC1,"3.A.1,null,null,GT2,GT2"
MGYG000296007_69|CGC1,"AA3_2,null,GH16,null,null,2.A.8"
MGYG000296007_81|CGC1,"2.A.2,null,null,GH17,GH158,GH149"
MGYG000296007_123|CGC1,"2.A.53,null,TetR_N,GH17"
MGYG000296007_127|CGC1,"GH33,null,2.A.21"
MGYG000296008_3|CGC1,"GH103,2.A.103"
MGYG000296008_3|CGC2,"2.A.6,null,null,AA2"
MGYG000296008_8|CGC1,"1.B.14,GH97,GH13,null,GH43_12"
MGYG000296008_10|CGC1,"GH3,8.A.5"
MGYG000296008_17|CGC1,"GH3,1.B.14,Glucokinase,2.A.21"
MGYG000296008_47|CGC1,"3.A.5,CE11"
MGYG000296009_1|CGC1,"GH103,2.A.103"
MGYG000296009_1|CGC2,"GT28,2.A.103,3.A.1"
MGYG000296009_3|CGC1,"GH23,null,5.B.1,null,null,1.A.14"
MGYG000296009_10|CGC1,"2.A.1,GH3"
MGYG000296009_13|CGC1,"GT51,null,9.B.14"
MGYG000296010_1|CGC1,"9.B.146,null,2.A.103,GT28,null,null,9.B.157"
MGYG000296010_2|CGC1,"GT2,null,1.B.42"
MGYG000296010_2|CGC2,"2.A.17,null,null,3.A.3,null,CE14,null,9.B.14"
MGYG000296010_2|CGC3,"8.A.3,Aminotran_1_2,2.A.35,GT4,SIS,null,GT2"
MGYG000296010_12|CGC1,"3.A.1,null,GT4"
MGYG000296011_1|CGC1,"4.C.1,null,null,3.A.1,null,GT2,null,null,3.A.1"
MGYG000296011_1|CGC2,"GH3,null,3.A.1"
MGYG000296011_1|CGC3,"3.A.12,AA2,2.A.35"
MGYG000296011_1|CGC4,"1.B.14,GH95"
MGYG000296011_1|CGC5,"GH29,2.A.21,null,CBM51,3.A.1"
MGYG000296011_2|CGC1,"GT5,null,2.A.8,Pyr_redox_2,null,1.B.14,3.A.2"
MGYG000296011_2|CGC2,"9.A.40,null,null,2.A.6,null,2.A.17,null,GT19,null,null,9.B.174,3.A.1,2.A.103"
MGYG000296011_2|CGC3,"2.A.1,null,GT20,GH15"
MGYG000296011_3|CGC1,"2.A.1,GH32"
MGYG000296011_3|CGC2,"GT4,null,2.A.50"
MGYG000296011_4|CGC1,"9.B.146,null,2.A.103,GT28,null,null,9.B.157"
MGYG000296011_5|CGC1,"GH65,GH13,GH13,null,9.A.24"
MGYG000296011_5|CGC2,"2.A.88,null,GH30_1"
MGYG000296011_5|CGC3,"1.B.14,9.A.25,GH0,null,GH20"
MGYG000296011_8|CGC1,"GH63,2.A.21,null,3.A.2,3.A.2,3.A.2,null,3.A.2,3.A.2,null,null,9.A.25"
MGYG000296011_10|CGC1,"GH20,Nitroreductase,1.A.30,null,1.A.30"
MGYG000296012_1|CGC1,"GT4,null,2.A.1"
MGYG000296012_24|CGC1,"1.A.26,TrkA_C|TrkA_C,8.A.21,null,CE14"
MGYG000296012_95|CGC1,"4.C.1,3.A.1,3.A.1,3.A.1,GH3"
MGYG000296013_2|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296013_2|CGC2,"CE11,null,1.A.34,3.A.5"
MGYG000296013_3|CGC1,"1.B.42,1.B.42,null,AA2|AA2,1.B.14"
MGYG000296013_9|CGC1,"CBM13,null,9.B.186"
MGYG000296013_9|CGC2,"GT2,null,GT83,null,null,2.A.1,8.A.1"
MGYG000296013_12|CGC1,"2.A.2,GH1,2.A.1,GH3,1.B.14,GH16_3"
MGYG000296013_13|CGC1,"GH103,2.A.103"
MGYG000296013_19|CGC1,"4.C.1,null,null,GH103"
MGYG000296013_24|CGC1,"1.B.52,3.D.4,3.D.4,null,3.D.4,null,3.A.3,null,5.A.1,null,null,GH73"
MGYG000296013_42|CGC1,"3.A.5,9.B.14,9.A.40,GH23"
MGYG000296013_61|CGC1,"9.A.8,null,null,4.D.3,GT2"
MGYG000296013_73|CGC1,"2.A.35,null,null,GH23"
MGYG000296013_74|CGC1,"2.A.38,null,GH23"
MGYG000296014_1|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296014_1|CGC2,"9.B.105,9.B.27,2.A.1,GT4,GH130,GH130,GT4"
MGYG000296014_3|CGC1,"GT81,GT81,null,null,9.A.40,2.A.3"
MGYG000296014_5|CGC1,"GT81,null,Peptidase_M23,1.A.23,null,GT4,GT20,2.A.49,2.A.49"
MGYG000296014_5|CGC2,"CE9,null,2.A.1"
MGYG000296014_12|CGC1,"GH102,null,9.B.42,3.A.15,3.A.15"
MGYG000296014_17|CGC1,"GT30,GT19,null,3.A.11,null,Pyr_redox_2,GH23"
MGYG000296014_26|CGC1,"GH171,null,2.A.33,null,3.A.1,null,3.A.1"
MGYG000296014_27|CGC1,"1.A.1,null,GT4"
MGYG000296014_41|CGC1,"GT35,FeS,3.D.6,3.D.6"
MGYG000296015_1|CGC1,"GT51,3.A.11"
MGYG000296015_1|CGC2,"3.A.15,null,GH73"
MGYG000296015_2|CGC1,"GH23,8.A.5"
MGYG000296015_4|CGC1,"4.F.1,null,null,GT4"
MGYG000296015_4|CGC2,"GH23,2.A.22,1.B.70"
MGYG000296015_5|CGC1,"3.A.5,null,CE11"
MGYG000296015_5|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296015_6|CGC1,"9.B.14,null,null,AA2,null,3.A.1"
MGYG000296015_7|CGC1,"9.B.157,9.B.157,9.B.157,null,2.A.103,GH103"
MGYG000296015_7|CGC2,"3.A.5,3.A.1,3.A.1,Sigma70_r2|Sigma70_r4,null,GH13_2"
MGYG000296015_16|CGC1,"2.A.37,null,null,GT2"
MGYG000296015_16|CGC2,"2.A.21,null,null,3.A.1,3.A.1,null,null,GT4"
MGYG000296015_17|CGC1,"GT5,GT35,CBM48|GH13_9,CBM48|GH13_11,null,9.A.24"
MGYG000296015_20|CGC1,"CBM50,0043669,null,3.A.7"
MGYG000296015_29|CGC1,"3.A.1,GH13_23,null,null,2.A.1,null,null,2.A.25"
MGYG000296015_39|CGC1,"GT2,null,GT4,null,null,2.A.66,GT2"
MGYG000296015_64|CGC1,"GT51,null,9.B.34"
MGYG000296015_65|CGC1,"GT4,GGDEF|EAL,2.A.102,null,2.A.41"
MGYG000296016_1|CGC1,"3.A.1,9.A.40,GT105"
MGYG000296016_9|CGC1,"1.B.14,null,null,GT2"
MGYG000296016_12|CGC1,"3.A.1,null,CBM6,null,null,2.A.118"
MGYG000296016_13|CGC1,"2.A.19,2.A.64,null,GT2"
MGYG000296016_19|CGC1,"3.A.1,GH3,GT105,1.B.6"
MGYG000296016_34|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296016_39|CGC1,"GT51,null,9.B.104"
MGYG000296016_44|CGC1,"1.B.14,CBM47"
MGYG000296016_49|CGC1,"2.A.1,HNOB,2.A.21,9.B.146,GT4,GT4,GT4,null,null,9.B.102,GT4"
MGYG000296016_51|CGC1,"GT4,3.A.1"
MGYG000296016_61|CGC1,"8.A.5,null,GT4,3.D.1"
MGYG000296016_91|CGC1,"3.A.12,null,null,GH13_36"
MGYG000296016_95|CGC1,"1.B.14,null,GH23"
MGYG000296016_109|CGC1,"GT4,3.D.10,CE4"
MGYG000296016_114|CGC1,"2.A.2,GH13_31,GH37"
MGYG000296016_122|CGC1,"GH13,2.A.2"
MGYG000296016_150|CGC1,"GT2,null,null,3.A.1"
MGYG000296016_161|CGC1,"2.A.102,GT4"
MGYG000296016_170|CGC1,"GH63,2.A.21"
MGYG000296016_181|CGC1,"GH5_46|CBM6|CBM6,2.A.1"
MGYG000296016_258|CGC1,"3.A.1,3.A.1,null,null,GT2"
MGYG000296016_305|CGC1,"8.A.1,null,null,2.A.6,GH3"
MGYG000296016_311|CGC1,"1.B.14,null,CE14"
MGYG000296016_367|CGC1,"3.A.1,null,CE11"
MGYG000296017_1|CGC1,"9.B.34,null,null,PL7_5"
MGYG000296017_2|CGC1,"GH103,2.A.103"
MGYG000296017_4|CGC1,"CE4,null,null,2.A.40"
MGYG000296017_4|CGC2,"2.A.2,GH13_2"
MGYG000296017_6|CGC1,"GH2,null,2.A.6,null,null,3.A.1,3.A.1,3.A.1,3.A.1,null,3.A.1,null,1.B.14"
MGYG000296017_7|CGC1,"AA3_2,null,1.B.14"
MGYG000296017_10|CGC1,"8.A.21,null,null,9.B.34,null,GH23"
MGYG000296017_12|CGC1,"2.A.76,null,GH73"
MGYG000296017_20|CGC1,"GH20,null,2.A.1,null,null,9.B.34"
MGYG000296017_23|CGC1,"3.A.5,1.A.34,CE11"
MGYG000296017_23|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296017_25|CGC1,"2.A.21,null,GH37,2.A.1"
MGYG000296017_26|CGC1,"4.C.1,GerE,2.A.21,null,3.A.1,3.A.1,3.A.1,3.A.1,GntR,GH31,null,2.A.56,DctP,1.B.14,9.B.34,2.A.37"
MGYG000296017_29|CGC1,"3.A.11,GT51"
MGYG000296017_33|CGC1,"3.A.1,null,null,PL10_2"
MGYG000296017_36|CGC1,"GH149,CBM57|GH16_3,GH16_3,1.B.14"
MGYG000296017_39|CGC1,"GT5,null,2.A.21"
MGYG000296017_50|CGC1,"GH103,null,3.A.1"
MGYG000296017_51|CGC1,"GH115,GH115,GH43_1,null,2.A.2"
MGYG000296017_54|CGC1,"GT4,9.B.34"
MGYG000296017_60|CGC1,"GH67,GH67,8.A.5"
MGYG000296017_66|CGC1,"AA2,2.A.6,2.A.6"
MGYG000296017_83|CGC1,"GT4,GT4,9.B.18,null,null,9.B.18"
MGYG000296017_84|CGC1,"2.A.37,null,3.A.1,GH94,GH94,null,2.A.2,HD,null,9.B.42"
MGYG000296017_90|CGC1,"GH36,1.B.14,null,null,2.A.21"
MGYG000296017_91|CGC1,"4.C.1,null,null,GH103"
MGYG000296017_96|CGC1,"GH158,SBP_bac_3,9.B.34"
MGYG000296017_113|CGC1,"GH3,2.A.47"
MGYG000296017_115|CGC1,"GH94,2.A.2"
MGYG000296017_128|CGC1,"1.B.14,null,GH9"
MGYG000296017_149|CGC1,"1.B.14,PL6|PL6_1"
MGYG000296017_158|CGC1,"GT0,9.B.146,3.A.1"
MGYG000296018_1|CGC1,"3.A.1,3.A.1,3.A.1,GH51,1.A.11"
MGYG000296018_2|CGC1,"3.A.1,3.A.1,null,GT2"
MGYG000296018_4|CGC1,"GH2,3.D.10,3.D.10,3.D.10"
MGYG000296018_5|CGC1,"CE14,2.A.1"
MGYG000296018_5|CGC2,"3.A.1,3.A.1,GT2,3.A.1"
MGYG000296018_51|CGC1,"AA3_2,2.A.1,3.D.1,3.D.1,3.D.1"
MGYG000296019_1|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000296019_3|CGC1,"GT4,9.B.18,9.B.146,GT2"
MGYG000296019_6|CGC1,"3.A.1,2.A.6,CBM50"
MGYG000296019_13|CGC1,"GT51,1.A.26"
MGYG000296019_16|CGC1,"3.A.7,GH102,null,1.A.43"
MGYG000296019_131|CGC1,"GH103,3.A.1,3.A.1"
MGYG000296020_1|CGC1,"3.A.1,null,CE11"
MGYG000296020_11|CGC1,"GH17,2.A.1,GH16_3,GH30_1,GH149"
MGYG000296020_14|CGC1,"2.A.6,3.A.1,GT51"
MGYG000296020_15|CGC1,"1.B.42,null,GT2"
MGYG000296020_16|CGC1,"GT51,null,null,9.B.33"
MGYG000296020_17|CGC1,"GH23,null,2.A.1"
MGYG000296020_21|CGC1,"GH92,GH2,9.B.158,GH20"
MGYG000296020_37|CGC1,"1.A.72,null,null,GH81|CBM6"
MGYG000296020_51|CGC1,"GT28,2.A.103"
MGYG000296020_52|CGC1,"2.A.1,GH28,null,null,GH106"
MGYG000296020_61|CGC1,"GT9,null,null,1.A.30"
MGYG000296020_66|CGC1,"GT83,null,2.A.123,GT2"
MGYG000296020_73|CGC1,"1.A.1,null,null,GT2"
MGYG000296020_87|CGC1,"2.A.47,GT2"
MGYG000296020_137|CGC1,"1.B.9,GH73"
MGYG000296020_242|CGC1,"9.B.158,GH20"
MGYG000296021_4|CGC1,"GT51,null,3.A.11"
MGYG000296021_11|CGC1,"CE11,1.A.34,3.A.5"
MGYG000296021_19|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296021_36|CGC1,"GH3,1.A.23"
MGYG000296021_131|CGC1,"GH92,null,3.B.1"
MGYG000296021_167|CGC1,"1.A.8,null,null,GT4"
MGYG000296021_204|CGC1,"GH23,2.A.6"
MGYG000296022_23|CGC1,"GH23,null,3.A.6,3.A.6,3.A.6,null,null,1.A.30,1.A.30,1.A.30"
MGYG000296022_71|CGC1,"GH3,null,3.A.1"
MGYG000296022_145|CGC1,"3.A.1,GT4"
MGYG000296022_155|CGC1,"GT28,2.A.103"
MGYG000296022_173|CGC1,"9.B.18,NTP_transf_2,null,GT66"
MGYG000296022_212|CGC1,"4.A.6,4.A.6,4.A.6,null,null,GT30"
MGYG000296022_251|CGC1,"4.A.2,null,GH23"
MGYG000296023_1|CGC1,"GH73,null,2.A.108"
MGYG000296023_10|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000296023_24|CGC1,"3.A.1,GH23"
MGYG000296023_39|CGC1,"1.A.62,null,null,GH23,GH77,GH57"
MGYG000296023_43|CGC1,"2.A.23,null,Response_reg|GGDEF|GGDEF|EAL,3.A.25,GH3"
MGYG000296024_6|CGC1,"3.A.5,2.A.6,2.A.6,GH23"
MGYG000296024_7|CGC1,"3.A.11,null,null,GT51,1.B.22"
MGYG000296024_12|CGC1,"3.A.5,1.A.34,CE11"
MGYG000296024_12|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296024_17|CGC1,"GH23,2.A.17"
MGYG000296024_19|CGC1,"CBM47,null,4.C.1"
MGYG000296024_56|CGC1,"1.A.23,GH3,null,LexA_DNA_bind,3.A.7"
MGYG000296024_96|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,null,AA3_2"
MGYG000296025_1|CGC1,"2.A.6,null,null,GT2,9.B.142,null,3.A.2,3.A.2,3.A.2"
MGYG000296025_3|CGC1,"8.A.59,3.D.2,3.D.2,3.D.2,null,GH65,3.A.1,3.A.1,3.A.1,HTH_IclR,null,GH3"
MGYG000296025_4|CGC1,"3.A.5,2.A.6,2.A.6,null,null,GH13_11"
MGYG000296025_6|CGC1,"2.A.1,null,1.B.52,1.B.52,9.B.34,null,Rhodanese|Rhodanese,GH13_18"
MGYG000296025_9|CGC1,"GH13_31,null,9.B.34,2.A.69,1.B.56,null,null,3.A.1,3.A.1,3.A.1,null,null,3.A.1,3.A.1,3.A.1,null,null,3.A.1"
MGYG000296025_9|CGC2,"GT81,3.A.1"
MGYG000296025_12|CGC1,"3.A.1,3.A.1,GH127,null,GH127,3.A.1,3.A.1,3.A.1"
MGYG000296025_12|CGC2,"2.A.1,GH1,2.A.2,null,2.A.1,null,3.A.1,3.A.1,null,MarR,8.A.5"
MGYG000296025_12|CGC3,"CBM67|GH78,3.A.1,3.A.1,SBP_bac_1,HTH_AraC,8.A.59"
MGYG000296025_14|CGC1,"3.A.1,3.A.1,3.A.1,GH51"
MGYG000296025_19|CGC1,"2.A.53,null,3.A.1,3.A.1,3.A.1,3.A.1,null,TetR_N,9.B.34,GH65"
MGYG000296025_24|CGC1,"2.A.19,GH1"
MGYG000296025_27|CGC1,"3.A.1,3.A.1,GH13_20"
MGYG000296025_27|CGC2,"3.A.1,3.A.1,SBP_bac_1,MarR,GH2,GH1"
MGYG000296025_28|CGC1,"GH2,GH36,3.A.1,3.A.1,3.A.1"
MGYG000296025_29|CGC1,"8.A.1,2.A.6,null,GT2"
MGYG000296025_34|CGC1,"GH4,SBP_bac_1,HTH_AraC,3.A.1,3.A.1,SBP_bac_1,GH43_17"
MGYG000296025_34|CGC2,"3.A.1,3.A.1,3.A.1,GT4"
MGYG000296025_35|CGC1,"GT35,9.B.120"
MGYG000296025_39|CGC1,"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,9.B.34,GH13_26,GH13_10,CBM48|GH13_11,null,Aminotran_1_2,3.A.1,3.A.1,3.A.1"
MGYG000296025_47|CGC1,"3.A.1,3.A.1,3.A.1,null,HTH_5,CBM67|GH78,3.A.1,3.A.1"
MGYG000296025_49|CGC1,"2.A.66,null,GT2"
MGYG000296025_52|CGC1,"3.A.1,null,null,1.B.52,null,null,GH3,9.A.8,9.A.8"
MGYG000296025_60|CGC1,"3.A.1,3.A.1,GH31,3.D.1,3.D.1,3.D.1"
MGYG000296025_61|CGC1,"9.B.104,null,1.B.52,CE7"
MGYG000296025_63|CGC1,"2.A.47,null,GH4"
MGYG000296025_66|CGC1,"3.A.1,null,3.A.1,GH3,9.B.34,MarR,2.A.66,null,null,2.A.6,2.A.6"
MGYG000296025_72|CGC1,"2.A.7,null,null,GH65"
MGYG000296026_4|CGC1,"9.B.174,3.D.3,3.E.2,GH100"
MGYG000296026_9|CGC1,"GT20,3.A.1,3.A.1,3.A.1,3.A.1"
MGYG000296026_14|CGC1,"9.B.67,null,null,GH23,null,3.D.3"
MGYG000296026_38|CGC1,"1.A.1,GT9"
MGYG000296026_49|CGC1,"GT2,null,3.A.1"
MGYG000296026_86|CGC1,"GT4,2.A.7,8.A.21"
MGYG000296026_169|CGC1,"9.B.73,null,null,CBM50"
MGYG000296028_2|CGC1,"3.A.1,9.B.34,GAF|GGDEF|EAL,null,2.A.6,null,null,GH23"
MGYG000296028_6|CGC1,"GH23,null,null,3.D.2,3.D.2,3.D.2,9.B.34,null,null,2.A.37,3.A.11"
MGYG000296028_11|CGC1,"1.B.14,9.B.186,null,null,AA3_2,Response_reg|GGDEF|EAL,9.B.34"
MGYG000296028_19|CGC1,"3.D.6,3.D.6,3.D.6,3.D.6,HhH-GPD,null,GT20,null,null,9.B.186,null,null,2.A.6,null,null,3.A.15"
MGYG000296028_23|CGC1,"GT81,GH13_18,2.A.4"
MGYG000296028_26|CGC1,"GH13_18,null,9.B.34,1.B.70,null,GerE,2.A.21,null,2.A.21,2.A.47"
MGYG000296028_27|CGC1,"GT2,null,null,2.A.66,GT2,null,3.A.15,null,null,3.A.15,3.A.15"
MGYG000296028_37|CGC1,"2.A.66,GH26"
MGYG000296028_49|CGC1,"1.A.16,null,GH13_23"
MGYG000296028_173|CGC1,"CE11,1.A.34,3.A.5"
MGYG000296028_178|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296028_236|CGC1,"3.A.11,CBM50"
MGYG000296029_6|CGC1,"CE11,1.B.33"
MGYG000296030_1|CGC1,"GT4,null,null,4.F.1"
MGYG000296030_3|CGC1,"2.A.21,HTH_8,GT2,null,2.A.21"
MGYG000296030_11|CGC1,"2.A.6,GT30,GT9"
MGYG000296030_15|CGC1,"GT28,2.A.103,null,9.B.146"
MGYG000296030_19|CGC1,"9.B.157,9.B.157,9.B.157,null,2.A.103,GH103"
MGYG000296030_30|CGC1,"CE11,null,3.A.5"
MGYG000296031_2|CGC1,"3.A.1,GT4,GT4"
MGYG000296031_2|CGC2,"GT1,4.C.1"
MGYG000296031_25|CGC1,"9.B.174,Aminotran_1_2,NUDIX,AA3_2"
MGYG000296031_107|CGC1,"GT28,2.A.103"
MGYG000296031_149|CGC1,"GT51,3.A.7"
MGYG000296032_1|CGC1,"2.A.34,null,GT4,null,GH0"
MGYG000296032_4|CGC1,"CE11,null,1.A.34,3.A.5,null,null,3.A.15"
MGYG000296032_6|CGC1,"2.A.1,Glyoxalase,null,AA3_2"
MGYG000296032_9|CGC1,"3.A.11,GT51"
MGYG000296032_13|CGC1,"2.A.86,null,GT28"
MGYG000296032_34|CGC1,"1.B.22,null,GT41"
MGYG000296033_1|CGC1,"GT19,3.A.15,3.A.15,3.A.15,null,8.A.59,null,null,1.B.33"
MGYG000296033_4|CGC1,"2.A.21,null,null,4.F.1,null,HATPase_c|CheW|Response_reg,1.B.52,CheW,3.A.15,GH23,3.A.1"
MGYG000296033_4|CGC2,"9.B.153,1.I.1,null,2.A.53,null,8.A.59,GT5"
MGYG000296033_10|CGC1,"GT30,cNMP_binding,2.A.36,3.A.1"
MGYG000296033_16|CGC1,"9.B.31,CBM50,3.A.11,3.A.7"
MGYG000296033_17|CGC1,"9.B.18,null,GT4"
MGYG000296033_20|CGC1,"9.B.142,GT2,null,null,3.A.1,3.A.1"
MGYG000296033_22|CGC1,"2.A.21,GH3,CE11"
MGYG000296033_22|CGC2,"GT28,2.A.103,null,9.B.146"
MGYG000296033_23|CGC1,"9.B.43,cNMP_binding,GT2"
MGYG000296033_27|CGC1,"9.B.157,GH23"
MGYG000296033_30|CGC1,"2.A.20,GT35,null,null,3.A.5,2.A.6,2.A.6"
MGYG000296034_1|CGC1,"3.D.10,3.D.10,3.D.10,GH2"
MGYG000296034_3|CGC1,"2.A.1,null,GT4"
MGYG000296034_12|CGC1,"GT4,2.A.50"
MGYG000296034_17|CGC1,"GH3,3.A.1,3.A.1,3.A.1"
MGYG000296034_23|CGC1,"CE14,null,8.A.21"
MGYG000296034_48|CGC1,"GT2,null,null,3.A.16"
MGYG000296034_101|CGC1,"9.B.146,null,2.A.103,GT28"
MGYG000296035_1|CGC1,"GT4,9.B.18,Aminotran_1_2,9.B.18,GT2"
MGYG000296035_4|CGC1,"2.A.17,null,null,3.A.3,CE14,9.B.14"
MGYG000296035_52|CGC1,"GT2,null,null,1.B.42"
MGYG000296035_76|CGC1,"2.A.103,GT28"
MGYG000296036_3|CGC1,"GT2,9.B.18,GT4"
MGYG000296036_3|CGC2,"1.A.34,null,null,GH23"
MGYG000296036_6|CGC1,"GH63,Glyoxalase,2.A.36,null,3.A.1"
MGYG000296036_8|CGC1,"GH37,null,null,1.A.46,null,2.A.7"
MGYG000296036_9|CGC1,"GH97,9.B.102,9.B.102"
MGYG000296036_9|CGC2,"2.A.47,GT51"
MGYG000296036_9|CGC3,"3.A.1,null,null,2.A.1,GH43_26"
MGYG000296036_11|CGC1,"GT5,null,SIS|SIS,3.A.2"
MGYG000296036_13|CGC1,"GH3,null,GH144,GH144,8.A.46,1.B.14"
